Timestamp;TACHO_currLeftSpeed;TACHO_currRightSpeed;currSpeedPercent;currSpeedPercent
1928000;1375;0;20;0
1944000;1312;0;20;0
1962000;1375;0;20;0
1978000;1375;0;20;0
1996000;1375;0;20;0
2013000;1375;0;20;0
2031000;1375;0;20;0
2048000;1375;0;20;0
2065000;1312;0;20;0
2082000;1312;0;20;0
2098000;1375;0;20;0
2115000;1375;0;20;0
2132000;1375;0;20;0
2150000;1375;0;20;0
2166000;1375;0;20;0
2182000;1375;0;20;0
2198000;1312;0;20;0
2215000;1375;0;20;0
2230000;1250;0;20;0
2246000;1312;0;20;0
2262000;1375;0;20;0
2279000;1375;0;20;0
2296000;1312;0;20;0
2311000;1312;0;20;0
2328000;1250;0;20;0
2347000;1312;0;20;0
2363000;1312;0;20;0
2379000;1312;0;20;0
2396000;1312;0;20;0
2413000;1312;0;20;0
2431000;1312;0;20;0
2448000;1250;0;20;0
2464000;1250;0;20;0
2481000;1312;0;20;0
2496000;1312;0;20;0
2513000;1312;0;20;0
2529000;1312;0;20;0
2547000;1375;0;20;0
2568000;1312;0;20;0
2584000;1375;0;20;0
2601000;1375;0;20;0
2622000;1375;0;20;0
2643000;1375;0;20;0
2660000;1375;0;20;0
2677000;1375;0;20;0
2693000;1375;0;20;0
2708000;1437;0;20;0
2724000;1312;0;20;0
2745000;1375;0;20;0
2760000;1375;0;20;0
2778000;1312;0;20;0
2796000;1375;0;20;0
2813000;1375;0;20;0
2829000;1437;0;20;0
2846000;1312;0;20;0
2862000;1312;0;20;0
2879000;1312;0;20;0
2894000;1312;0;20;0
2911000;1312;0;20;0
2927000;1250;0;20;0
2944000;1250;0;20;0
2962000;1312;0;20;0
2983000;1312;0;20;0
2999000;1187;0;20;0
3016000;1312;0;20;0
3033000;1312;0;20;0
3048000;1375;0;20;0
3064000;1312;0;20;0
3080000;1312;0;20;0
3097000;1312;0;20;0
3113000;1312;0;20;0
3129000;1312;0;20;0
3146000;1375;0;20;0
3165000;1312;0;20;0
3181000;1375;0;20;0
3198000;1375;0;20;0
3215000;1375;0;20;0
3231000;1375;0;20;0
3249000;1375;0;20;0
3264000;1437;0;20;0
3281000;1375;0;20;0
3298000;1375;0;20;0
3314000;1375;0;20;0
3331000;1375;0;20;0
3348000;1375;0;20;0
3364000;1375;0;20;0
3380000;1500;0;20;0
3395000;1375;0;20;0
3413000;1375;0;20;0
3429000;1375;0;20;0
3447000;1375;0;20;0
3463000;1375;0;20;0
3480000;1312;0;20;0
3496000;1312;0;20;0
3513000;1312;0;20;0
3529000;1250;0;20;0
3548000;1250;0;20;0
3564000;1250;0;20;0
3582000;1312;0;20;0
3598000;1312;0;20;0
3614000;1312;0;20;0
3632000;1250;0;20;0
3647000;1250;0;20;0
3664000;1312;0;20;0
3680000;1312;0;20;0
3698000;1250;0;20;0
3716000;1250;0;20;0
3733000;1312;0;20;0
3750000;1312;0;20;0
3768000;1250;0;20;0
3784000;1312;0;20;0
3800000;1312;0;20;0
3816000;1312;0;20;0
3832000;1375;0;20;0
3849000;1375;0;20;0
3865000;1312;0;20;0
3883000;1375;0;20;0
3899000;1375;0;20;0
3916000;1375;0;20;0
3932000;1375;0;20;0
3948000;1375;0;20;0
3964000;1375;0;20;0
3981000;1375;0;20;0
3996000;1375;0;20;0
4014000;1375;0;20;0
4031000;1375;0;20;0
4047000;1375;0;20;0
4062000;1375;0;20;0
4082000;1312;0;20;0
4096000;1375;0;20;0
4112000;1312;0;20;0
4128000;1312;0;20;0
4145000;1312;0;20;0
4162000;1312;0;20;0
4178000;1250;0;20;0
4195000;1250;0;20;0
4214000;1312;0;20;0
4230000;1312;0;20;0
4245000;1250;0;20;0
4261000;1250;0;20;0
4279000;1250;0;20;0
4296000;1250;0;20;0
4312000;1312;0;20;0
4328000;1250;0;20;0
4344000;1250;0;20;0
4361000;1312;0;20;0
4377000;1312;0;20;0
4394000;1312;0;20;0
4410000;1312;0;20;0
4426000;1312;0;20;0
4442000;1375;0;20;0
4461000;1375;0;20;0
4479000;1437;0;20;0
4495000;1375;0;20;0
4512000;1375;0;20;0
4529000;1375;0;20;0
4544000;1375;0;20;0
4564000;1375;0;20;0
4580000;1375;0;20;0
4596000;1437;0;20;0
4613000;1375;0;20;0
4629000;1375;0;20;0
4647000;1312;0;20;0
4663000;1375;0;20;0
4679000;1375;0;20;0
4696000;1375;0;20;0
4714000;1375;0;20;0
4731000;1375;0;20;0
4747000;1312;0;20;0
4764000;1312;0;20;0
4780000;1312;0;20;0
4797000;1250;0;20;0
4814000;1250;0;20;0
4830000;1312;0;20;0
4846000;1312;0;20;0
4862000;1312;0;20;0
4878000;1312;0;20;0
4896000;1312;0;20;0
4912000;1312;0;20;0
4927000;1312;0;20;0
4942000;1250;0;20;0
4959000;1312;0;20;0
4974000;1375;0;20;0
4990000;1312;0;20;0
5008000;1312;0;20;0
5026000;1375;0;20;0
5043000;1312;0;20;0
5060000;1312;0;20;0
5078000;1312;0;20;0
5094000;1312;0;20;0
5113000;1312;0;20;0
5129000;1375;0;20;0
5146000;1375;0;20;0
5163000;1312;0;20;0
5179000;1375;0;20;0
5196000;1437;0;20;0
5212000;1375;0;20;0
5228000;1375;0;20;0
5245000;1375;0;20;0
5261000;1437;0;20;0
5277000;1437;0;20;0
5293000;1375;0;20;0
5311000;1312;0;20;0
5327000;1312;0;20;0
5342000;1375;0;20;0
5359000;1375;0;20;0
5374000;1312;0;20;0
5391000;1312;0;20;0
5407000;1312;0;20;0
5423000;1312;0;20;0
5440000;1312;0;20;0
5456000;1312;0;20;0
5472000;1312;0;20;0
5489000;1312;0;20;0
5506000;1250;0;20;0
5523000;1312;0;20;0
5541000;1312;0;20;0
5557000;1250;0;20;0
5574000;1312;0;20;0
5591000;1250;0;20;0
5608000;1250;0;20;0
5625000;1312;0;20;0
5641000;1312;0;20;0
5657000;1312;0;20;0
5675000;1375;0;20;0
5691000;1312;0;20;0
5709000;1375;0;20;0
5727000;1312;0;20;0
5744000;1375;0;20;0
5760000;1375;0;20;0
5776000;1312;0;20;0
5793000;1312;0;20;0
5810000;1375;0;20;0
5827000;1375;0;20;0
5843000;1375;0;20;0
5859000;1375;0;20;0
5875000;1437;0;20;0
5893000;1375;0;20;0
5911000;1437;0;20;0
5927000;1375;0;20;0
5943000;1375;0;20;0
5959000;1375;0;20;0
5975000;1312;0;20;0
5992000;1375;0;20;0
6008000;1375;0;20;0
6024000;1312;0;20;0
6040000;1375;0;20;0
6057000;1312;0;20;0
6073000;1312;0;20;0
6090000;1312;0;20;0
6106000;1375;0;20;0
6123000;1312;0;20;0
6142000;1312;0;20;0
6159000;1250;0;20;0
6177000;1312;0;20;0
6193000;1312;0;20;0
6211000;1250;0;20;0
6228000;1312;0;20;0
6245000;1250;0;20;0
6261000;1250;0;20;0
6277000;1250;0;20;0
6293000;1375;0;20;0
6310000;1312;0;20;0
6326000;1312;0;20;0
6342000;1312;0;20;0
6360000;1312;0;20;0
6376000;1312;0;20;0
6394000;1375;0;20;0
6410000;1312;0;20;0
6426000;1375;0;20;0
6443000;1375;0;20;0
6461000;1375;0;20;0
6477000;1375;0;20;0
6495000;1375;0;20;0
6512000;1437;0;20;0
6529000;1375;0;20;0
6547000;1437;0;20;0
6563000;1375;0;20;0
6579000;1375;0;20;0
6600000;1375;0;20;0
6615000;1375;0;20;0
6632000;1312;0;20;0
6650000;1375;0;20;0
6666000;1312;0;20;0
6685000;1250;0;20;0
6701000;1312;0;20;0
6717000;1312;0;20;0
6733000;1375;0;20;0
6751000;1312;0;20;0
6767000;1312;0;20;0
6783000;1312;0;20;0
6801000;1312;0;20;0
6816000;1312;0;20;0
6833000;1250;0;20;0
6849000;1250;0;20;0
6865000;1312;0;20;0
6883000;1312;0;20;0
6899000;1375;0;20;0
6917000;1312;0;20;0
6934000;1312;0;20;0
6950000;1312;0;20;0
6968000;1312;0;20;0
6984000;1312;0;20;0
7001000;1312;0;20;0
7019000;1312;0;20;0
7037000;1312;0;100;0
7056000;2437;0;100;0
7073000;5062;0;100;0
7089000;5812;0;100;0
7105000;6562;0;100;0
7122000;6687;0;100;0
7139000;6812;0;100;0
7156000;6812;0;100;0
7173000;7062;0;100;0
7190000;6812;0;100;0
7206000;6875;0;100;0
7223000;6750;0;100;0
7239000;6750;0;100;0
7258000;6750;0;100;0
7275000;6750;0;100;0
7292000;6750;0;100;0
7309000;6750;0;100;0
7326000;6750;0;100;0
7343000;6562;0;100;0
7360000;6750;0;100;0
7377000;6750;0;100;0
7396000;6500;0;100;0
7413000;6750;0;100;0
7429000;6750;0;100;0
7445000;6687;0;100;0
7462000;6750;0;100;0
7479000;6750;0;100;0
7495000;6750;0;100;0
7512000;6750;0;100;0
7529000;6687;0;100;0
7545000;6750;0;100;0
7560000;6562;0;100;0
7578000;6750;0;100;0
7594000;6750;0;100;0
7613000;6937;0;100;0
7631000;6750;0;100;0
7648000;6750;0;100;0
7664000;6750;0;100;0
7681000;6750;0;100;0
7697000;6812;0;100;0
7714000;6750;0;100;0
7731000;6750;0;100;0
7748000;6750;0;100;0
7765000;6750;0;100;0
7781000;7000;0;100;0
7796000;6750;0;100;0
7813000;6750;0;100;0
7830000;6750;0;100;0
7846000;6750;0;100;0
7863000;6750;0;100;0
7879000;6750;0;100;0
7895000;6500;0;100;0
7912000;6750;0;100;0
7928000;6750;0;100;0
7943000;6937;0;100;0
7959000;6750;0;100;0
7975000;6687;0;100;0
7991000;6750;0;100;0
8008000;6750;0;100;0
8024000;6750;0;100;0
8041000;6750;0;100;0
8058000;6562;0;100;0
8075000;6812;0;100;0
8092000;6750;0;100;0
8109000;6875;0;100;0
8126000;6687;0;100;0
8142000;6750;0;100;0
8157000;6750;0;100;0
8174000;6750;0;100;0
8192000;6750;0;100;0
8208000;6750;0;100;0
8223000;6562;0;100;0
8240000;6750;0;100;0
8259000;6750;0;100;0
8276000;6875;0;100;0
8292000;6812;0;100;0
8311000;6750;0;100;0
8327000;6750;0;100;0
8343000;6812;0;100;0
8359000;6750;0;100;0
8376000;6750;0;100;0
8394000;6750;0;100;0
8409000;6750;0;100;0
8426000;6750;0;100;0
8442000;6625;0;100;0
8458000;6812;0;100;0
8476000;6750;0;100;0
8493000;7000;0;100;0
8509000;6812;0;100;0
8525000;6812;0;100;0
8543000;6812;0;100;0
8560000;6812;0;100;0
8576000;6812;0;100;0
8595000;6750;0;100;0
8611000;6625;0;100;0
8630000;6750;0;100;0
8647000;6750;0;100;0
8663000;6625;0;100;0
8679000;6812;0;100;0
8696000;6812;0;100;0
8712000;6812;0;100;0
8728000;6812;0;100;0
8745000;6812;0;100;0
8761000;6812;0;100;0
8778000;6812;0;100;0
8795000;6812;0;100;0
8811000;6812;0;100;0
8827000;6562;0;100;0
8844000;6812;0;100;0
8860000;6812;0;100;0
8876000;6812;0;100;0
8894000;6812;0;100;0
8910000;6812;0;100;0
8927000;6812;0;100;0
8944000;6812;0;100;0
8961000;6812;0;100;0
8977000;6812;0;100;0
8994000;6625;0;100;0
9010000;6812;0;100;0
9027000;6812;0;100;0
9044000;7000;0;100;0
9059000;6812;0;100;0
9079000;6875;0;100;0
9095000;6812;0;100;0
9112000;6812;0;100;0
9129000;6812;0;100;0
9144000;6875;0;100;0
9159000;6562;0;100;0
9175000;6812;0;100;0
9191000;6812;0;100;0
9209000;7000;0;100;0
9225000;6812;0;100;0
9242000;6875;0;100;0
9258000;6875;0;100;0
9273000;6812;0;100;0
9292000;6875;0;100;0
9308000;6812;0;100;0
9325000;6687;0;100;0
9342000;6750;0;100;0
9360000;6812;0;100;0
9376000;6625;0;100;0
9394000;6812;0;100;0
9410000;6812;0;100;0
9426000;6812;0;100;0
9442000;6875;0;100;0
9457000;6812;0;100;0
9475000;6812;0;100;0
9490000;6625;0;100;0
9507000;6812;0;100;0
9523000;6812;0;100;0
9539000;7062;0;100;0
9555000;6812;0;100;0
9573000;6875;0;100;0
9590000;6812;0;100;0
9607000;6812;0;100;0
9623000;6812;0;100;0
9639000;6875;0;100;0
9658000;6875;0;100;0
9674000;6875;0;100;0
9690000;6812;0;100;0
9707000;6562;0;100;0
9723000;6750;0;100;0
9739000;6812;0;100;0
9756000;7062;0;100;0
9773000;6875;0;100;0
9791000;6875;0;100;0
9807000;6812;0;100;0
9824000;6812;0;100;0
9840000;6812;0;100;0
9856000;6750;0;100;0
9872000;6625;0;100;0
9891000;6875;0;100;0
9908000;6812;0;100;0
9926000;7000;0;100;0
9942000;6812;0;100;0
9958000;6875;0;100;0
9974000;6812;0;100;0
9991000;6812;0;100;0
10007000;6812;0;100;0
10025000;6812;0;100;0
10042000;6875;0;100;0
10059000;6812;0;100;0
10075000;6812;0;100;0
10092000;6562;0;100;0
10109000;6812;0;100;0
10125000;6812;0;100;0
10142000;7062;0;100;0
10158000;6812;0;100;0
10175000;6812;0;100;0
10193000;6812;0;100;0
10211000;6875;0;100;0
10227000;6875;0;100;0
10244000;6812;0;100;0
10259000;6625;0;100;0
10276000;6750;0;100;0
10292000;6750;0;100;0
10309000;7000;0;100;0
10326000;6812;0;100;0
10343000;6812;0;100;0
10360000;6750;0;100;0
10376000;6812;0;100;0
10394000;6875;0;100;0
10411000;6875;0;100;0
10427000;6812;0;100;0
10443000;6812;0;100;0
10460000;6875;0;100;0
10480000;6812;0;100;0
10498000;6812;0;100;0
10515000;6812;0;100;0
10532000;6625;0;100;0
10549000;6812;0;100;0
10567000;6875;0;100;0
10583000;7000;0;100;0
10599000;6812;0;100;0
10615000;6875;0;100;0
10633000;6875;0;100;0
10650000;6875;0;100;0
10666000;6812;0;100;0
10685000;6812;0;100;0
10702000;6812;0;100;0
10720000;6812;0;100;0
10736000;6875;0;100;0
10752000;6625;0;100;0
10769000;6875;0;100;0
10785000;6812;0;100;0
10805000;7000;0;100;0
10821000;6812;0;100;0
10838000;6750;0;100;0
10856000;6750;0;100;0
10872000;6812;0;100;0
10889000;6750;0;100;0
10905000;6812;0;100;0
10922000;6750;0;100;0
10940000;6750;0;100;0
10955000;6812;0;100;0
10974000;6687;0;100;0
10991000;6875;0;100;0
11009000;6875;0;100;0
11024000;7000;0;100;0
11041000;6812;0;100;0
11057000;6750;0;100;0
11074000;6750;0;100;0
11090000;6812;0;100;0
11106000;6812;0;100;0
11124000;6875;0;100;0
11141000;6875;0;100;0
11159000;6875;0;100;0
11175000;6812;0;100;0
11194000;6562;0;100;0
11210000;6812;0;100;0
11228000;6750;0;100;0
11244000;7000;0;100;0
11259000;6875;0;100;0
11276000;6875;0;100;0
11293000;6812;0;100;0
11311000;6812;0;100;0
11327000;6812;0;100;0
11345000;6812;0;100;0
11361000;6625;0;100;0
11378000;6812;0;100;0
11393000;6875;0;100;0
11410000;7125;0;100;0
11427000;6812;0;100;0
11443000;6812;0;100;0
11459000;6875;0;100;0
11475000;6812;0;100;0
11492000;6875;0;100;0
11508000;6812;0;100;0
11524000;6625;0;100;0
11541000;6812;0;100;0
11557000;6812;0;100;0
11577000;6625;0;100;0
11592000;6812;0;100;0
11609000;6812;0;100;0
11625000;6875;0;100;0
11641000;6875;0;100;0
11658000;6812;0;100;0
11674000;6875;0;100;0
11692000;6812;0;100;0
11710000;6812;0;100;0
11728000;6812;0;100;0
11744000;6687;0;100;0
11762000;6875;0;100;0
11779000;6875;0;100;0
11796000;7000;0;100;0
11812000;6812;0;100;0
11828000;6875;0;100;0
11843000;6812;0;100;0
11860000;6812;0;100;0
11877000;6812;0;100;0
11893000;6875;0;100;0
11910000;6625;0;100;0
11926000;6750;0;100;0
11944000;6812;0;100;0
11960000;6625;0;100;0
11978000;6875;0;100;0
11999000;6812;0;100;0
12015000;7062;0;100;0
12032000;6875;0;100;0
12048000;6875;0;100;0
12064000;6875;0;100;0
12081000;6875;0;100;0
12097000;6875;0;100;0
12115000;6875;0;100;0
12130000;6625;0;100;0
12146000;6812;0;100;0
12163000;6875;0;100;0
12179000;7062;0;100;0
12196000;6875;0;100;0
12212000;6875;0;100;0
12228000;6875;0;100;0
12246000;6875;0;100;0
12261000;6812;0;100;0
12277000;6750;0;100;0
12294000;6562;0;100;0
12309000;6812;0;100;0
12326000;6875;0;100;0
12342000;7062;0;100;0
12359000;6875;0;100;0
12374000;6875;0;100;0
12393000;6875;0;100;0
12409000;6875;0;100;0
12426000;6875;0;100;0
12440000;6875;0;100;0
12457000;6625;0;100;0
12473000;6937;0;100;0
12491000;6875;0;100;0
12508000;7125;0;100;0
12524000;6875;0;100;0
12542000;6812;0;100;0
12558000;6812;0;100;0
12575000;6875;0;100;0
12591000;6937;0;100;0
12607000;6875;0;100;0
12625000;6625;0;100;0
12641000;6812;0;100;0
12657000;6812;0;100;0
12674000;7000;0;100;0
12693000;6875;0;100;0
12709000;6875;0;100;0
12727000;7062;0;100;0
12743000;6875;0;100;0
12759000;6875;0;100;0
12777000;6812;0;100;0
12794000;6875;0;100;0
12812000;6812;0;100;0
12831000;6875;0;100;0
12846000;6750;0;100;0
12862000;6875;0;100;0
12879000;6875;0;100;0
12896000;6687;0;100;0
12913000;6875;0;100;0
12929000;6937;0;100;0
12946000;6875;0;100;0
12962000;6937;0;100;0
12979000;6875;0;100;0
12996000;6875;0;100;0
13014000;6812;0;100;0
13029000;6812;0;100;0
13047000;6812;0;100;0
13063000;6625;0;100;0
13081000;6875;0;100;0
13096000;6875;0;100;0
13113000;7062;0;100;0
13130000;6875;0;100;0
13146000;6812;0;100;0
13162000;6812;0;100;0
13178000;6875;0;100;0
13194000;6875;0;100;0
13212000;6875;0;100;0
13229000;6625;0;100;0
13247000;6875;0;100;0
13263000;6812;0;100;0
13279000;7062;0;100;0
13297000;6875;0;100;0
13313000;6875;0;100;0
13329000;6875;0;100;0
13347000;6812;0;100;0
13363000;6812;0;100;0
13380000;6812;0;100;0
13397000;6875;0;100;0
13413000;6875;0;100;0
13428000;6875;0;100;0
13445000;7062;0;100;0
13462000;6875;0;100;0
13480000;6812;0;100;0
13497000;6875;0;100;0
13513000;6812;0;100;0
13529000;6812;0;100;0
13546000;6875;0;100;0
13562000;6875;0;100;0
13578000;6875;0;100;0
13595000;6875;0;100;0
13613000;6625;0;100;0
13629000;6812;0;100;0
13645000;6812;0;100;0
13663000;7062;0;100;0
13678000;6875;0;100;0
13696000;6875;0;100;0
13712000;6875;0;100;0
13729000;6875;0;100;0
13748000;6812;0;100;0
13764000;6875;0;100;0
13780000;6687;0;100;0
13798000;6875;0;100;0
13817000;6937;0;100;0
13834000;6687;0;100;0
13851000;6875;0;100;0
13869000;6875;0;100;0
13886000;7062;0;100;0
13903000;6875;0;100;0
13921000;6875;0;100;0
13938000;7187;0;100;0
13953000;6937;0;100;0
13971000;6937;0;100;0
13987000;6875;0;100;0
14004000;6937;0;100;0
14021000;6875;0;100;0
14037000;6937;0;100;0
14053000;6687;0;100;0
14070000;6875;0;100;0
14085000;6875;0;100;0
14101000;6875;0;100;0
14119000;6875;0;100;0
14135000;6875;0;100;0
14152000;6875;0;100;0
14169000;6875;0;100;0
14184000;6937;0;100;0
14200000;6875;0;100;0
14217000;6687;0;100;0
14234000;6875;0;20;0
14254000;6000;0;20;0
14270000;4375;0;20;0
14287000;2687;0;20;0
14304000;2062;0;20;0
14321000;1750;0;20;0
14339000;1500;0;20;0
14356000;1500;0;20;0
14374000;1437;0;20;0
14391000;1437;0;20;0
14410000;1375;0;20;0
14427000;1375;0;20;0
14444000;1375;0;20;0
14461000;1375;0;20;0
14482000;1375;0;20;0
14500000;1375;0;20;0
14518000;1375;0;20;0
14535000;1375;0;20;0
14552000;1312;0;20;0
14572000;1375;0;20;0
14589000;1312;0;20;0
14607000;1312;0;20;0
14624000;1312;0;20;0
14641000;1312;0;20;0
14658000;1250;0;20;0
14676000;1312;0;20;0
14692000;1312;0;20;0
14708000;1312;0;20;0
14724000;1312;0;20;0
14741000;1312;0;20;0
14757000;1312;0;20;0
14775000;1312;0;20;0
14793000;1375;0;20;0
14810000;1375;0;20;0
14826000;1312;0;20;0
14843000;1375;0;20;0
14861000;1375;0;20;0
14877000;1312;0;20;0
14893000;1312;0;20;0
14909000;1375;0;20;0
14926000;1437;0;20;0
14944000;1375;0;20;0
14960000;1375;0;20;0
14975000;1375;0;20;0
14991000;1312;0;20;0
15008000;1375;0;20;0
15025000;1375;0;20;0
15041000;1312;0;20;0
15060000;1312;0;20;0
15077000;1375;0;20;0
15094000;1375;0;20;0
15111000;1375;0;20;0
15128000;1375;0;20;0
15145000;1375;0;20;0
15162000;1375;0;20;0
15178000;1312;0;20;0
15196000;1312;0;20;0
15213000;1375;0;20;0
15231000;1375;0;20;0
15247000;1312;0;20;0
15263000;1250;0;20;0
15279000;1312;0;20;0
15297000;1312;0;20;0
15313000;1312;0;20;0
15329000;1312;0;20;0
15346000;1312;0;20;0
15362000;1312;0;20;0
15379000;1312;0;20;0
15396000;1312;0;20;0
15413000;1312;0;20;0
15430000;1250;0;20;0
15446000;1375;0;20;0
15462000;1375;0;20;0
15479000;1375;0;20;0
15496000;1375;0;20;0
15512000;1312;0;20;0
15529000;1375;0;20;0
15546000;1375;0;20;0
15563000;1375;0;20;0
15579000;1375;0;20;0
15596000;1375;0;20;0
15613000;1375;0;20;0
15629000;1375;0;20;0
15647000;1312;0;20;0
15663000;1312;0;20;0
15679000;1375;0;20;0
15697000;1375;0;20;0
15713000;1312;0;20;0
15730000;1312;0;20;0
15747000;1312;0;20;0
15762000;1312;0;20;0
15778000;1312;0;20;0
15796000;1312;0;20;0
15813000;1312;0;20;0
15829000;1312;0;20;0
15846000;1312;0;20;0
15862000;1375;0;20;0
15878000;1250;0;20;0
15894000;1312;0;20;0
15912000;1250;0;20;0
15929000;1312;0;20;0
15947000;1312;0;20;0
15963000;1312;0;20;0
15978000;1312;0;20;0
15994000;1375;0;20;0
16011000;1375;0;20;0
16027000;1375;0;20;0
16046000;1312;0;20;0
16062000;1312;0;20;0
16079000;1375;0;20;0
16095000;1375;0;20;0
16111000;1375;0;20;0
16128000;1375;0;20;0
16144000;1375;0;20;0
16160000;1375;0;20;0
16176000;1312;0;20;0
16193000;1375;0;20;0
16210000;1375;0;20;0
16225000;1312;0;20;0
16242000;1375;0;20;0
16260000;1375;0;20;0
16276000;1375;0;20;0
16293000;1375;0;20;0
16309000;1312;0;20;0
16326000;1312;0;20;0
16342000;1312;0;20;0
16359000;1375;0;20;0
16376000;1312;0;20;0
16391000;1312;0;20;0
16409000;1312;0;20;0
16424000;1312;0;20;0
16440000;1312;0;20;0
16458000;1312;0;20;0
16475000;1312;0;20;0
16494000;1312;0;20;0
16512000;1312;0;20;0
16528000;1312;0;20;0
16544000;1375;0;20;0
16563000;1312;0;20;0
16579000;1375;0;20;0
16595000;1312;0;20;0
16612000;1312;0;20;0
16629000;1312;0;20;0
16645000;1312;0;20;0
16661000;1375;0;20;0
16680000;1375;0;20;0
16696000;1375;0;20;0
16713000;1375;0;20;0
16729000;1375;0;20;0
16745000;1437;0;20;0
16763000;1375;0;20;0
16780000;1375;0;20;0
16796000;1375;0;20;0
16814000;1375;0;20;0
16831000;1312;0;20;0
16848000;1312;0;20;0
16864000;1375;0;20;0
16880000;1375;0;20;0
16896000;1375;0;20;0
16912000;1312;0;20;0
16928000;1312;0;20;0
16946000;1312;0;20;0
16963000;1375;0;20;0
16980000;1312;0;20;0
16997000;1312;0;20;0
17014000;1312;0;20;0
17030000;1312;0;20;0
17049000;1250;0;20;0
17065000;1312;0;20;0
17081000;1250;0;20;0
17097000;1312;0;20;0
17114000;1250;0;20;0
17129000;1312;0;20;0
17146000;1312;0;20;0
17164000;1312;0;20;0
17180000;1250;0;20;0
17196000;1312;0;20;0
17214000;1250;0;20;0
17230000;1312;0;20;0
17247000;1312;0;20;0
17264000;1312;0;20;0
17281000;1312;0;20;0
17296000;1312;0;20;0
17314000;1312;0;20;0
17330000;1312;0;20;0
17346000;1312;0;20;0
17363000;1312;0;20;0
17379000;1312;0;20;0
17397000;1375;0;20;0
17413000;1375;0;20;0
17431000;1375;0;20;0
17448000;1375;0;20;0
17464000;1312;0;20;0
17480000;1375;0;20;0
17498000;1312;0;20;0
17515000;1375;0;20;0
17532000;1312;0;20;0
17547000;1312;0;20;0
17564000;1312;0;20;0
17579000;1312;0;20;0
17597000;1312;0;20;0
17614000;1250;0;20;0
17631000;1250;0;20;0
17647000;1250;0;20;0
17664000;1312;0;20;0
17681000;1312;0;20;0
17697000;1250;0;20;0
17714000;1250;0;20;0
17729000;1250;0;20;0
17745000;1250;0;20;0
17761000;1250;0;20;0
17777000;1312;0;20;0
17794000;1250;0;20;0
17810000;1250;0;20;0
17828000;1312;0;20;0
17845000;1375;0;20;0
17860000;1312;0;20;0
17876000;1312;0;20;0
17892000;1312;0;20;0
17910000;1375;0;20;0
17927000;1312;0;20;0
17944000;1312;0;20;0
17961000;1250;0;20;0
17977000;1312;0;20;0
